Price,Ticker,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8
NTPC.NS,NTPC.NS,-0.022488609389515628,0.04657428942503527,-0.0027721159302653334,0.010115170289701927,0.004579036945692861,-0.012900143121014259,-0.043389933664165686,0.07199309919562151
ONGC.NS,ONGC.NS,-0.014274269846835311,0.06457736271854041,0.017484459282428467,0.03236074299763214,-0.008970768620106276,-0.015432178144958146,0.0099853216524835,-0.017310952172601386
POWERGRID.NS,POWERGRID.NS,-0.02472702989281945,0.035937015278800964,-0.018599372820282806,0.018034906794721542,0.01550191386533707,-0.0016667123380862026,-0.03638244341924216,0.07516686217052376
RELIANCE.NS,RELIANCE.NS,0.008330286049620729,-0.00822307402017378,0.015531721009871092,0.02167646649100797,-0.01510189226336982,-0.009475778267710228,-0.018459152224337923,-0.03925537016709227
SBIN.NS,SBIN.NS,-0.03669641507388396,0.005165913275911924,-0.03084098371501019,-0.02706031491747672,-0.04191582449337795,-0.006142872871141334,0.009858406370082,-0.037389078274269
SHREECEM.NS,SHREECEM.NS,-0.008308379519936198,0.0035074833357271237,-0.018200690391665816,-0.020954993703443826,0.06342634759222014,0.015706537771503323,0.05295809800526872,-0.004534276350033991
SUNPHARMA.NS,SUNPHARMA.NS,0.036356365445996824,0.03434330245433271,0.04329537367097205,-0.050064612871623906,0.015019913437917561,-0.03738451862790511,0.010468281339688969,-0.0032092764430437966
TATACONSUM.NS,TATACONSUM.NS,-0.005364010447086962,-0.012822496796780733,-0.005100145843319568,-0.01456479407799966,0.04717372579076497,0.0015996800591440775,-0.049925770178335396,-0.01702104178875746
TATAMOTORS.NS,TATAMOTORS.NS,-0.005051686502358349,0.030602694019464746,0.016509752237020094,-0.0005643660320419196,-0.03576994830713352,0.03919539093553138,-0.005040068656581291,-0.019561914853735533
TATAPOWER.NS,TATAPOWER.NS,-0.007699288098837802,0.028596837585566186,-0.025907643015137462,-0.005903098356646297,-0.0028490785882770153,0.03651768182317203,-0.022173810592269243,0.020375158550041402
TCS.NS,TCS.NS,0.0634080506644018,-0.0010852403783450759,-0.02185378293473442,0.039260828809154526,-0.02205322042977179,0.00041799219254441916,0.008837366762243582,-0.0062959170178823725
TECHM.NS,TECHM.NS,0.05969851934599305,0.011765050675661002,-0.04492258069898322,0.027947560246921258,-0.00830563852110408,-0.010791509366470014,-0.024473638512488134,-0.0001621885463324962
TITAN.NS,TITAN.NS,0.003388146125949193,-0.02357483664176564,-0.035055274410652794,-0.018797480648729877,0.0019850728785640185,-0.0038958614246703553,-0.012704337078392658,0.05380408288586463
ULTRACEMCO.NS,ULTRACEMCO.NS,-0.0058969631647672535,0.0021754465468844263,-0.01572610546414817,-0.022811490256620708,0.04705881448305642,0.02378852633410987,0.07214227898394236,0.0001931265982316281
UPL.NS,UPL.NS,0.0019310807353703139,9.598375544740352e-06,-0.010542206650721298,0.005318153867321077,0.014400838453096473,0.0663884644091233,0.017427710963264165,0.0009736589719180332
WIPRO.NS,WIPRO.NS,0.059518955702113414,0.012188092166239367,-0.030634341226062473,0.03621939985376168,-0.008409093804465152,0.0021907191657787478,0.016538579170123153,-0.013461870241033753
