Price,Ticker,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8
M&M.NS,M&M.NS,-0.02440746645470238,-0.07269212822849853,-0.009169641489589297,-0.0706241784156539,0.13441624667841473,0.08670917789389117,0.07320789647535794,-0.14119925066019098
MARUTI.NS,MARUTI.NS,-0.009310766613695632,0.03660249093411497,-0.022288283774006712,0.07198579169680361,-0.11236381382921966,-0.06192282816832246,0.14400680959718867,-0.1706821266377764
NTPC.NS,NTPC.NS,0.16632114570743065,0.09178642836171666,0.11611549483942217,0.02824015621576523,-0.061599816416161524,0.13393196911790747,-0.0581793561155119,-0.0067848985991082154
ONGC.NS,ONGC.NS,0.1703975024772003,0.07716610185110345,0.03729303626660967,0.08575851349665078,0.15192732165144265,-0.016827143432528262,-0.13088556098755622,0.03150025232224282
POWERGRID.NS,POWERGRID.NS,0.11972964359229638,-0.026222883805644685,0.08665883738887172,-0.043556610681034315,-0.008762836820786418,0.19470020335936297,-0.16481697382113808,-0.026395651064630456
RELIANCE.NS,RELIANCE.NS,0.01923780114864445,0.08428812793597681,0.0013771242096900491,0.15582912156842596,-0.0350305803640744,-0.036042278258444096,0.15964762928039908,0.09215745206377006
SBIN.NS,SBIN.NS,-0.008043189600468355,0.10925961609888053,0.1986754046861111,-0.0021225485780018254,0.06374919198016893,-0.03101293605742937,0.05729603885250316,-0.023301121594117766
SHREECEM.NS,SHREECEM.NS,0.05372379553497071,-0.1466403214417737,0.05600494256232974,-0.16301759995392365,0.0584405412115179,-0.031181259381385853,-0.03263257078501046,0.08551596724777015
SUNPHARMA.NS,SUNPHARMA.NS,0.06411145687605915,0.0025151079527824223,-0.20446854059976005,-0.1123227418677436,0.13774891483578672,0.035406563532938376,-0.1268751356129838,0.013759132756946565
TATACONSUM.NS,TATACONSUM.NS,0.06056797942821798,-0.11691251497790367,0.043324618381833026,-0.09256524403955124,-0.18007761428616406,-0.02382531634714629,0.01748140221321894,-0.008146473728414828
TATAMOTORS.NS,TATAMOTORS.NS,0.16574371797865875,0.14152741338575062,0.0021534560693761548,-0.032107749435059216,0.05894559358814357,-0.024302380410052334,0.04632463597812823,-0.09407490389489112
TATAPOWER.NS,TATAPOWER.NS,0.05512604989648995,0.1601603744982007,0.06673163151476709,0.021163802418951584,-0.08899122666755659,-0.07463391124026222,-0.11013061591570775,-0.03507238148723189
TCS.NS,TCS.NS,-0.15221161023492039,0.09956764665456547,-0.11442473882798501,-0.052270690052229035,0.128004035549027,0.010294876847210411,0.012767095245398572,0.1490030304716812
TECHM.NS,TECHM.NS,-0.0648042001399076,0.019278612339167493,-0.13633230377210534,0.00886392623364702,-0.07522435921089515,-0.15923759209516716,-0.1916863263184651,0.10841645918455485
TITAN.NS,TITAN.NS,-0.044810213649580696,0.055958420730969995,-0.006094957320782364,-0.1762177988440472,-0.14382263011754576,-0.02625602257189256,-0.06314284083772996,-0.06582103708475534
ULTRACEMCO.NS,ULTRACEMCO.NS,0.013388042328628658,-0.045036649249637906,0.06670739885141803,-0.16155838574804593,-0.0017988290042356217,0.06347814295614711,-0.030978831996776323,0.11704329937699623
UPL.NS,UPL.NS,0.07799443779701755,-0.10131486622539396,-0.04748128326511257,0.09441998876054791,-0.14410674393920975,0.0608163626718607,0.06647969675040294,0.14251018866363765
WIPRO.NS,WIPRO.NS,-0.043238068563028385,0.07580387038815124,-0.07190614214542965,0.043169732009568224,0.09617761602680164,-0.0544257237231193,0.03357792424419906,0.24836891905425176
