Price,Ticker,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15,embed_16
HINDUNILVR.NS,HINDUNILVR.NS,0.012706846742714065,0.06730124199762236,0.07079208635663356,-0.08439393622564877,0.10799379830505018,0.08346089698456308,-0.010195791368916126,0.020460120963551,-0.039367075462334554,0.00583486610390575,-0.1128428019640943,0.016907413199727654,-0.14759137064367567,-0.03662683432440484,-0.06516834421135004,-0.11671740968468353
ICICIBANK.NS,ICICIBANK.NS,0.06612681628272617,0.061058920262755195,-0.03243081646439796,-0.03246270538714497,-0.00671195578876499,-0.07503587418369546,-0.09514734678932306,-0.005749085239494871,-0.08626565340915852,0.04172232955263456,0.06761865952671271,-0.03460843207464825,0.008470299167944206,0.05925749250318786,0.083136856304086,0.09350566151364949
INDUSINDBK.NS,INDUSINDBK.NS,0.013824048374040204,-0.01854185252026662,-0.04967764891271018,0.07110246161246438,-0.014962921262105048,0.005409117965075318,0.029544689954748737,-0.05621832527660793,-0.02590962206242669,0.045765278426537756,0.024409695440009066,0.004462779411049832,0.049040250756522394,-0.13358740294722993,0.11685552326850307,0.08126923849283844
INFY.NS,INFY.NS,-0.09333065525986652,-0.0755967958716588,-0.020797999120683877,-0.09412392829884249,-0.1283731334310582,0.12629237852614714,-0.10118281111565706,0.053399022491486446,0.06947160188494951,-0.07894421685488887,-0.03813084353595588,-0.10727611895173653,-0.07756362962509374,0.047482558536309186,-0.0196912751779566,0.08974506933713168
ITC.NS,ITC.NS,0.023814703847863505,0.04920461544648351,-0.03266759135190986,-0.10649325687981236,0.10690321773975756,0.04845086246362881,0.1059554541458666,-0.019957307081718487,-0.07174858852117841,0.08537665769437391,-0.000553523044775937,0.05939968340594517,0.09736258138376087,0.052805712559865596,0.05630276513570793,0.05850300649924409
JSWSTEEL.NS,JSWSTEEL.NS,-0.07908444716203858,0.0671131394692945,0.004580667247805674,0.028393072318040745,0.010952353296549141,0.008918020740928458,-0.046502200962149826,-0.1341316296591002,0.062175451527568495,-0.1447619048330877,0.017759390707706033,0.04124308669615034,0.05525069782041145,0.0010443677214378988,0.07064311005320585,0.018741700195314532
KOTAKBANK.NS,KOTAKBANK.NS,-0.03356488935050706,-0.019185996191994167,0.046095532044147645,0.06576876608154082,0.09581745363619772,0.05960694166495486,-0.11351433846786829,-0.005853583482399239,-0.09877975828754186,0.06783940732870133,0.034291843050840494,0.07147369107243332,-0.021251037020179372,-0.10693953495116713,-0.010060888437083512,0.1090230500480245
LT.NS,LT.NS,0.0555172114586643,-0.058190402226736854,-0.09511853985613385,0.026057662337044582,-0.023103647173889092,-0.021952352069846262,-0.011792662303724862,-0.06620228626519258,-0.02713111556002415,0.09005596688782966,-0.04947222861942889,-0.002789634416064368,0.007395242212170611,0.12270888224477157,0.0549113830973744,-0.0004948828712727679
M&M.NS,M&M.NS,0.03701431978457118,-0.09112536388868497,0.05059669357594887,0.024322996238719276,0.056117803588679654,0.06784646834704386,0.006239243021249687,0.0005647603545269061,-0.09670492562178012,0.0382502168716854,-0.05387404557005836,-0.060797773924529765,-0.07036897210111749,0.10071099894819982,0.10004023509340206,-0.02387590497904726
MARUTI.NS,MARUTI.NS,0.08943823020544132,0.03221660396171679,0.024843292808898847,0.07958093473345597,-0.036843062443824855,0.06707637127253835,0.0001896688716096894,0.1473935520245707,-0.08692670032681035,0.06681192625444637,0.004068512127955061,0.049766765407597134,-0.08718560111461654,-0.004102910180441195,0.0684411106988829,-0.05684979492319201
