Price,Ticker,embed_1,embed_2,embed_3,embed_4
ADANIPORTS.NS,ADANIPORTS.NS,0.021030426728619385,-0.07838624058716283,0.1454907284923232,0.1473446883932291
ASIANPAINT.NS,ASIANPAINT.NS,0.158056310216642,-0.07140757783118135,0.1422759446666907,-0.15955281410763408
AXISBANK.NS,AXISBANK.NS,0.07834958429791844,-0.1548660807794869,-0.031461019974093354,-0.09795101870188068
BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,-0.17081924441229265,0.10812948690915945,-0.052172465234412706,-0.13649091257949034
BAJFINANCE.NS,BAJFINANCE.NS,0.13086143471551206,-0.18213736103849934,0.09749020467890022,-0.06235367809621361
BHARTIARTL.NS,BHARTIARTL.NS,-0.12757519351174165,0.1788609527041994,0.17580270255397384,-0.007834307014731591
BPCL.NS,BPCL.NS,-0.2207538097381008,-0.047303179650859464,0.15635842596849184,0.007067432536883679
BRITANNIA.NS,BRITANNIA.NS,-0.04628134224306739,0.09311763428401094,0.09872073374033832,-0.25841674144951
CIPLA.NS,CIPLA.NS,-4.630617717139958e-05,0.17597014092330512,-0.2072922180794981,-0.08638430411005224
COALINDIA.NS,COALINDIA.NS,-0.21716906568426975,-0.034410689645246094,-0.19119699033039467,0.05951954729931208
DIVISLAB.NS,DIVISLAB.NS,0.2027593992165959,0.11254194662871408,0.04121309190937932,-0.18089932800704264
DRREDDY.NS,DRREDDY.NS,0.15844829336376973,0.13855759042519422,-0.21024701291470949,-0.16466340387118755
EICHERMOT.NS,EICHERMOT.NS,-0.0882246234182757,-0.11625924530480959,-0.18027789554731202,-0.1454014785932845
GAIL.NS,GAIL.NS,-0.24816846002810958,0.13186734043489282,0.0032838833149218976,0.05955705697916863
GRASIM.NS,GRASIM.NS,0.05488679637817138,-0.11289625579248308,-0.08577299571834635,0.1293717647101355
HCLTECH.NS,HCLTECH.NS,0.18597336459739872,0.17493961943103942,0.08704008118097066,0.15677905503402162
HDFCBANK.NS,HDFCBANK.NS,0.00540955225441767,-0.15240472779164685,0.13560263571225714,-0.047332215913983344
HEROMOTOCO.NS,HEROMOTOCO.NS,-0.21372197207980204,-0.028590905647957375,-0.005430372132496863,-0.1795140839854542
HINDALCO.NS,HINDALCO.NS,-0.026866542859642392,0.060626749011634624,-0.02398519283746192,0.2290935654422162
HINDPETRO.NS,HINDPETRO.NS,-0.22411619335101793,-0.12683034612208338,0.10888217681274913,0.036156019911969844
HINDUNILVR.NS,HINDUNILVR.NS,0.07041774287927643,0.03459967584304041,0.04315206757640887,-0.29008228911439
ICICIBANK.NS,ICICIBANK.NS,0.05811220200530396,-0.22927232683486637,-0.038071772111543264,0.018632334219917415
INDUSINDBK.NS,INDUSINDBK.NS,-0.06565679084762366,-0.16521939872099803,0.07491964044797843,-0.11452783393455127
INFY.NS,INFY.NS,0.13706917890232012,0.2877249446748942,0.10092550804273892,0.00042173845389318753
ITC.NS,ITC.NS,0.04756958684073774,-0.14351947679667398,-0.2182321147343999,-0.07984154210903759
JSWSTEEL.NS,JSWSTEEL.NS,0.19899676761544496,-0.004222498778648833,-0.13023577363240377,0.002383094203621925
KOTAKBANK.NS,KOTAKBANK.NS,-0.01834692626686103,-0.14400235080639623,0.2342265158515889,-0.08205401952502389
LT.NS,LT.NS,-0.10382576276382847,0.04569475771532469,0.06101372151027317,0.06761371399235497
M&M.NS,M&M.NS,-0.08478477051807674,0.018390185387055467,-0.1082195391055491,-0.1880789611485424
MARUTI.NS,MARUTI.NS,-0.12480110467934533,-0.17500580102790678,-0.04003737794027578,-0.1623455785532957
NTPC.NS,NTPC.NS,-0.15473148034264605,-0.07667955913109589,-0.10149515100430566,0.18712558954326872
ONGC.NS,ONGC.NS,-0.20328284007436373,0.09068276459202285,-0.036639984768812674,0.19448748439170555
POWERGRID.NS,POWERGRID.NS,-0.06386366241292035,-0.14093711234852227,-0.05685399655333457,0.2618729083509436
RELIANCE.NS,RELIANCE.NS,0.06026705609197242,0.04721597902650281,0.24348078416071,0.019535979732429626
SBIN.NS,SBIN.NS,-0.06337683650880965,-0.22541144878928324,-0.006466830557078866,0.05988978426510625
SHREECEM.NS,SHREECEM.NS,0.10803808100290989,-0.07535731970032129,-0.19080268211856774,0.10689329230735094
SUNPHARMA.NS,SUNPHARMA.NS,-0.009109889893033225,0.27464987515855066,-0.14210629193846658,-0.024376431205309208
TATACONSUM.NS,TATACONSUM.NS,-0.011203536490836113,0.056839801062237946,0.18420160978964195,-0.11218152585344507
TATAMOTORS.NS,TATAMOTORS.NS,-0.09380445494928334,0.09516691583500306,-0.1715907897435143,0.09629056499194111
TATAPOWER.NS,TATAPOWER.NS,-0.050788017290790195,0.023302993648760366,0.12458245795385207,0.19188698964266965
TCS.NS,TCS.NS,0.07915629000157144,0.2614331344263162,0.028990300096487676,0.10086121015332475
TECHM.NS,TECHM.NS,0.25931204837139327,0.16824811992864872,0.07127012232714958,0.04678594467543403
TITAN.NS,TITAN.NS,0.22985000537667113,-0.09261201637055841,0.03733438892265451,-0.0014357478032069645
ULTRACEMCO.NS,ULTRACEMCO.NS,0.05489087575933704,-0.008056074454185833,-0.18436117822245185,0.04442471965090289
UPL.NS,UPL.NS,0.13425749125238504,-0.14082112945906988,0.07681444266235862,0.1947761565242001
WIPRO.NS,WIPRO.NS,0.19760633867354022,0.1480485153594357,-0.06012252317340905,0.1629475802712655
