Price,Ticker,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9,embed_10,embed_11,embed_12
RELIANCE.NS,RELIANCE.NS,0.021149028735434363,-0.06338436641859414,0.015130119037300986,0.1540881806728059,-0.08616572759113669,0.11367271186441875,0.005852402238684803,0.05985905847282714,0.016343567060884034,0.0911892714754919,0.002373670065782041,-0.08541992827483767
SBIN.NS,SBIN.NS,0.07850164405684676,-0.04461234387304871,-0.07235025584224401,0.06019954630399586,0.12161538701097653,-0.01830335858731137,0.08066196929441674,-0.05705304135954625,-0.09056144044201503,0.0014537336094820393,0.09175947093546455,-0.02679868466665631
SHREECEM.NS,SHREECEM.NS,0.033508198833947234,0.13819209080445422,-0.02059353479362305,0.00613130106716763,-0.07698761399890085,-0.011770717882197511,0.03954138533537156,0.0630284816638332,-0.014348428117466493,-0.16293093492584465,-0.08791751478291149,0.004227885081482392
SUNPHARMA.NS,SUNPHARMA.NS,-0.02243485121999004,-0.11186975389279046,-0.09919734873289586,-0.0548720883305915,-0.15719730695441203,0.14628341802140837,0.023756134412830487,-0.12018455007805912,-0.03275968439217551,0.04470325430846193,-0.07478299946559822,0.03081280737891365
TATACONSUM.NS,TATACONSUM.NS,0.04437892914252322,0.0716810345842809,0.10706145711452408,0.030761517391422022,-0.11441000652834209,-0.07319399831989973,0.10788110245794269,-0.012579730821696132,-0.06507587097167035,0.06397983771740419,-0.06071464317839774,-0.012353345776403075
TATAMOTORS.NS,TATAMOTORS.NS,-0.16334405963045645,-0.013171974927790826,-0.13324604898322792,0.0031519716138004015,-0.05823772158587542,-0.0551237341493155,0.07384631836766946,-0.017582523608130382,0.0735938949252809,0.02968162999811995,0.013084144642332965,-0.003417092604560602
TATAPOWER.NS,TATAPOWER.NS,-0.026970168585933648,0.10512718716186599,-0.07218915244303449,0.0829415914575814,-0.03614597072829668,0.03775113563887176,0.08465568563591447,0.0917586057390214,-0.0688106629504706,0.01819298712671837,0.07658028299189874,0.08052579808693545
TCS.NS,TCS.NS,0.01159153720317808,-0.009029670971724944,0.007309801799747714,0.08022675240049698,0.009362778059429193,0.11344868178794708,-0.1212232193713701,-0.07099665959854766,0.13006917007001983,0.06033489575863681,-0.043740442093132,0.16289477567094054
TECHM.NS,TECHM.NS,-0.007268774970800384,-0.10969968722322201,0.010691897293072123,0.01959095568376101,0.027159742043526187,-0.09175236772418474,0.09350801585583297,0.03140440049732674,0.10218036101264316,0.05461812000522433,-0.12019841390695164,0.20805879413345785
TITAN.NS,TITAN.NS,0.062048938154981616,-0.08545381829514534,0.07677330186687972,-0.008544170435365539,0.07795109777000522,-0.006183901120911101,0.08168032920914986,0.005922020758830247,0.05890113964330305,0.07746228978295404,-0.13945363836262206,-0.07931889856763147
