Price,Ticker,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8
ADANIPORTS.NS,ADANIPORTS.NS,-0.1761864849613336,-0.05074903819494843,-0.13614532072395885,-0.04624817024146331,0.03743136053248681,0.06681453829210417,-0.05800181588119486,-0.044936134989169645
ASIANPAINT.NS,ASIANPAINT.NS,0.0038714967965592473,0.3104523882287949,0.01479919111806328,-0.003269204353811639,0.11599878962171396,0.011123474578299045,0.05488996837612659,-0.003045175124241579
AXISBANK.NS,AXISBANK.NS,-0.23070127150576794,0.05095190425730016,-0.1694056560769665,-0.07340308801253038,-0.056287438187526906,-0.10911977872548081,-0.06761982592765031,0.07219462746457626
BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,-0.04662320806728109,0.05316078393862002,0.16518269934337407,-0.05954311875976647,-0.17845407201866847,0.07495799890540276,-0.04982373848778397,0.04870279306672794
BAJFINANCE.NS,BAJFINANCE.NS,-0.16436685324291822,0.2512079775437423,-0.03639436577844324,0.04510433069324043,0.04848442583996082,-0.06066572106935029,0.12650454656594806,-0.012681459114446306
BHARTIARTL.NS,BHARTIARTL.NS,0.022107693548494033,-0.08117372061301784,0.03465667454893371,-0.036835128007233965,0.050364866361348785,-0.13906470776024757,-0.14326710277754948,-0.012524043908409596
BPCL.NS,BPCL.NS,-0.1752927151959889,-0.017457983672350547,0.16853937293950705,0.24471547012851452,0.10617292267620958,0.06944870820264312,-0.10862180122489865,0.11405539778235314
BRITANNIA.NS,BRITANNIA.NS,0.11005054030043315,0.29494080142778006,0.21269739600084256,0.00044828967431673417,0.1078644490232687,0.06733275399024312,-0.010590413272135037,-0.026135551666380232
CIPLA.NS,CIPLA.NS,0.23814824258216336,-0.0919212721400246,0.08918064325455173,-0.240339023548702,-0.07094602171618478,0.06794918881447018,0.05266341263969302,0.054693657404607195
COALINDIA.NS,COALINDIA.NS,-0.04007536102233741,-0.28303034056535553,0.2008978232168703,0.04326023570688424,-0.07319990778236755,-0.15671628944169338,0.007581184891116751,-0.04104314196104299
DIVISLAB.NS,DIVISLAB.NS,0.2491629034316503,0.09061899346298806,0.0505695325313888,-0.25139735860674706,0.11899647778200978,-0.07727869386008773,0.11000813635781173,0.08360727616376264
DRREDDY.NS,DRREDDY.NS,0.4087273105590709,-0.05545723489969154,0.21371354380011576,-0.26320787263660855,0.06753955807089332,-0.07526025137689918,-0.0639972883506162,-0.04874546202948363
EICHERMOT.NS,EICHERMOT.NS,-0.06396335402666599,0.11686458553619093,0.14843375249106677,-0.006114470107039028,-0.12918809419217464,0.11972704093341265,0.057160185557194966,-0.1661233895820805
GAIL.NS,GAIL.NS,-0.042351170946944246,-0.25916288954019584,0.13612198863735644,0.11525235834850314,0.0699532084085054,0.01436173304320788,-0.05410816570593052,0.12214757565036101
GRASIM.NS,GRASIM.NS,-0.22706401276488178,-0.05042751379307111,-0.17352787856087673,-0.0869995500776971,0.07465812081307101,0.11207498195844443,0.01834141841569563,-0.026718857736174034
HCLTECH.NS,HCLTECH.NS,0.5077185656485256,0.012792120320105285,-0.12228183104490083,0.09278384813703727,-0.08388219543606988,0.08951529231853482,-0.00014462866250985627,-0.0300862283219564
HDFCBANK.NS,HDFCBANK.NS,-0.23604425651567065,0.22499880841629563,-0.10431020182580056,0.02682496801468076,-0.073687951511856,-0.07005900095350323,-0.023864108074991865,0.08631236486955372
HEROMOTOCO.NS,HEROMOTOCO.NS,-0.044775142292834,0.10749148607337614,0.20960076076152273,0.025027785452824303,-0.16437390097978719,0.12535080031888568,-0.025261478035385046,0.005699922623191274
HINDALCO.NS,HINDALCO.NS,-0.07639003261738794,-0.2510077963045404,-0.09087373694745196,-0.01842679886529901,-0.007250446867884984,0.14912989417062347,0.07967091614024802,0.12106609238454474
HINDPETRO.NS,HINDPETRO.NS,-0.2163952554521687,-0.006926095508653823,0.21217086232333277,0.24195780005324963,0.13939359284141764,0.04939815060219144,-0.054139787154428784,0.06325232130524196
HINDUNILVR.NS,HINDUNILVR.NS,0.14219660863286038,0.31382168871015365,0.14180138287301078,0.03806350397463882,0.1456905185101179,-0.028140110550985052,-0.06548729074987275,0.0017711587480619343
ICICIBANK.NS,ICICIBANK.NS,-0.24127469923661274,0.013234969099863663,-0.15656343802984996,-0.08831956812854934,-0.061212401463061464,-0.2019749157361863,-0.10041620541977136,0.011376528434979915
INDUSINDBK.NS,INDUSINDBK.NS,-0.2570675325856216,0.12605463187206076,-0.028470318982811507,-0.013912079241090702,-0.02815587079660309,-0.014670188205378822,0.12192363075289854,0.1278179469167973
INFY.NS,INFY.NS,0.572248785620232,0.07628617075389638,-0.15838365214421923,0.12582100867130128,0.0006343525944781975,-0.0713157621872618,-0.015481567406470083,-0.01157052728602681
ITC.NS,ITC.NS,-0.068879099263081,-0.020861243913461815,0.10884706376182796,-0.04596244019235678,-0.038414072696897845,-0.13757967914650376,-0.05497160190519946,-0.13160398037412038
JSWSTEEL.NS,JSWSTEEL.NS,-0.05221212252664993,-0.1264984387114874,-0.10739066956052705,-0.11287886462979534,0.07372458062316546,0.09234944913302699,0.10256595607086168,0.09827714949619493
KOTAKBANK.NS,KOTAKBANK.NS,-0.10584007465856007,0.203423378529756,0.045332166825940635,0.06442052052383034,-0.017364095401664843,-0.20784766686219394,0.01689992973343835,0.06088028072951626
LT.NS,LT.NS,-0.23075974801053778,-0.03233873838646503,-0.17809520753751062,0.01745744521520884,-0.022055578773873093,-0.010380841771328655,-0.10211153525668597,-0.10988896374983798
M&M.NS,M&M.NS,-0.08517918882481341,0.06628465732087839,0.0621904975058028,-0.01130069684242973,-0.15693267763945784,0.014419574667457876,-0.01199317497341677,-0.059226825334280704
MARUTI.NS,MARUTI.NS,-0.08487631865146611,0.20137195469285502,0.133245560846024,-0.008590126347367059,-0.18499228138416365,0.050436031146047,0.08841267609680988,-0.07473469717632403
NTPC.NS,NTPC.NS,-0.10644204863799361,-0.2849223633583349,0.044230826653926573,0.05964762225898791,0.06387651615355652,-0.07575923953634799,0.1758481526555139,-0.08476318428379274
ONGC.NS,ONGC.NS,-0.0005467759220236031,-0.38790410421315996,0.11301338631862655,0.09933231604856903,-0.04181494890044447,-0.008641772408482906,-0.05241198584831112,0.049228369218327725
POWERGRID.NS,POWERGRID.NS,-0.05203133796018563,-0.2358582429105531,0.07548323660506683,0.13825250671224154,0.14120691119790033,-0.10776126038574216,0.19015796029135604,-0.16658796488817718
RELIANCE.NS,RELIANCE.NS,0.029333229483874353,0.054321768640298855,0.028747767343964666,0.03779505353224407,-0.09613889161183227,0.03287296067563749,0.006520465177014467,0.12858861748223444
SBIN.NS,SBIN.NS,-0.3084530611349156,-0.04308126315731104,-0.10159909477216243,-0.04647460366291918,-0.06383375952311868,-0.13694129022850435,-0.05311304786496968,0.045806878650468154
SHREECEM.NS,SHREECEM.NS,-0.09251362339927859,-0.018161346671727426,-0.08167153286333295,-0.0465277143468414,0.19132283354152277,0.12176503228732878,-0.1345338109258228,-0.0940170684921231
SUNPHARMA.NS,SUNPHARMA.NS,0.32868348125492564,-0.18111480202303756,0.08148615601587578,-0.24146473822571252,0.07514411710652752,-0.02395001316529601,-0.06626193666447973,0.05755872859106973
